rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
4,CSS,bulma,50071,3902,CSS,https://github.com/jgthms/bulma,jgthms,342,2026-03-01T20:13:02Z,Modern CSS framework based on Flexbox
5,CSS,AdminLTE,45329,18255,CSS,https://github.com/ColorlibHQ/AdminLTE,ColorlibHQ,3,2026-04-04T06:19:00Z,AdminLTE - Free admin dashboard template based on Bootstrap 5
6,CSS,CppCoreGuidelines,44884,5544,CSS,https://github.com/isocpp/CppCoreGuidelines,isocpp,240,2026-03-12T16:09:18Z,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++"
7,CSS,50projects50days,40493,9769,CSS,https://github.com/bradtraversy/50projects50days,bradtraversy,0,2025-02-26T13:49:39Z,"50+ mini web projects using HTML, CSS & JS"
8,CSS,freecodecamp.cn,37661,1415,CSS,https://github.com/FreeCodeCampChina/freecodecamp.cn,FreeCodeCampChina,143,2023-07-16T16:48:59Z,FCC China open source codebase and curriculum. Learn to code and help nonprofits.
9,CSS,awesome-english-ebooks,30580,2499,CSS,https://github.com/hehonghui/awesome-english-ebooks,hehonghui,0,2026-04-03T21:46:00Z,"经济学人(含音频)、纽约客、卫报、连线、大西洋月刊等英语杂志免费下载,支持epub、mobi、pdf格式, 每周更新"
10,CSS,hangzhou_house_knowledge,27097,5234,CSS,https://github.com/houshanren/hangzhou_house_knowledge,houshanren,98,2022-02-28T10:57:30Z,"2017年买房经历总结出来的买房购房知识分享给大家，希望对大家有所帮助。买房不易，且买且珍惜。Sharing the knowledge of buy an own house that according  to the experience at hangzhou in 2017 to all the people. It's not easy to buy a own house, so I hope that it would be useful to everyone."
11,CSS,source-code-pro,20386,1651,CSS,https://github.com/adobe-fonts/source-code-pro,adobe-fonts,83,2025-10-28T23:34:52Z,Monospaced font family for user interface and coding environments
12,CSS,Skeleton,19722,3090,CSS,https://github.com/dhg/Skeleton,dhg,79,2023-11-14T19:22:32Z,"Skeleton: A Dead Simple, Responsive Boilerplate for Mobile-Friendly Development"
13,CSS,SpinKit,19373,1780,CSS,https://github.com/tobiasahlin/SpinKit,tobiasahlin,6,2020-08-01T09:04:59Z,A collection of loading indicators animated with CSS
14,CSS,community-skeleton,18279,558,CSS,https://github.com/uvdesk/community-skeleton,uvdesk,70,2025-10-01T07:16:24Z,"UVdesk Open Source Community Helpdesk is a comprehensive ticketing support system designed for everyone, offering robust features to streamline customer support and collaboration."
15,CSS,pico,16487,497,CSS,https://github.com/picocss/pico,picocss,88,2026-03-04T23:01:51Z,Minimal CSS Framework for semantic HTML
16,CSS,30-seconds-of-css,16065,1002,CSS,https://github.com/Chalarangelo/30-seconds-of-css,Chalarangelo,0,2023-05-07T17:09:56Z,Short CSS code snippets for all your development needs
17,CSS,pace,15625,1857,CSS,https://github.com/CodeByZach/pace,CodeByZach,267,2024-02-26T22:12:24Z,Automatically add a progress bar to your site.
18,CSS,ratchet,14654,1424,CSS,https://github.com/twbs/ratchet,twbs,202,2025-03-18T16:40:18Z,"Build mobile apps with simple HTML, CSS, and JavaScript components. "
19,CSS,tomorrow-theme,13955,3118,CSS,https://github.com/chriskempson/tomorrow-theme,chriskempson,0,2022-07-09T10:34:23Z,Tomorrow Theme
20,CSS,dalai,12963,1347,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,291,2024-06-18T20:29:46Z,The simplest way to run LLaMA on your local machine
21,CSS,solved-by-flexbox,12941,991,CSS,https://github.com/philipwalton/solved-by-flexbox,philipwalton,24,2022-12-03T06:36:29Z,"A showcase of problems once hard or impossible to solve with CSS alone, now made trivially easy with Flexbox."
22,CSS,tachyons,11703,673,CSS,https://github.com/tachyons-css/tachyons,tachyons-css,75,2026-01-08T18:51:50Z,Functional css for humans
23,CSS,devicon,11551,2443,CSS,https://github.com/devicons/devicon,devicons,416,2026-04-02T07:50:53Z,"Set of icons representing programming languages, designing & development tools"
24,CSS,spectre,11340,791,CSS,https://github.com/picturepan2/spectre,picturepan2,164,2024-04-11T16:20:19Z,"Spectre.css - A Lightweight, Responsive and Modern CSS Framework"
25,CSS,plex,11285,602,CSS,https://github.com/IBM/plex,IBM,73,2026-02-12T13:39:37Z,"The package of IBM’s typeface, IBM Plex."
26,CSS,hacktricks,11128,3043,CSS,https://github.com/HackTricks-wiki/hacktricks,HackTricks-wiki,3,2026-04-06T03:52:43Z,"Welcome to the page where you will find each trick/technique/whatever I have learnt in CTFs, real life apps, and reading researches and news."
27,CSS,_s,11000,3049,CSS,https://github.com/Automattic/_s,Automattic,0,2025-09-05T23:48:15Z,Inactive project – please visit https://themeshaper.com/block-themes/ to learn more about the future of WordPress themes with Block Themes.
28,CSS,98.css,10977,365,CSS,https://github.com/jdan/98.css,jdan,30,2025-09-07T13:40:43Z,A design system for building faithful recreations of old UIs
29,CSS,CSS-Inspiration,10872,1001,CSS,https://github.com/chokcoco/CSS-Inspiration,chokcoco,368,2025-02-13T04:13:01Z,CSS Inspiration，在这里找到写 CSS 的灵感！
30,CSS,Effeckt.css,10831,1366,CSS,https://github.com/h5bp/Effeckt.css,h5bp,0,2019-03-01T16:28:55Z,This repo is archived. Thanks!
31,CSS,loaders.css,10249,1197,CSS,https://github.com/ConnorAtherton/loaders.css,ConnorAtherton,9,2023-05-03T19:08:55Z,"Delightful, performance-focused pure css loading animations."
32,CSS,photon,10078,573,CSS,https://github.com/connors/photon,connors,64,2026-04-03T21:34:36Z,The fastest way to build beautiful Electron apps using simple HTML and CSS
33,CSS,GitHub-Dark,9929,648,CSS,https://github.com/StylishThemes/GitHub-Dark,StylishThemes,48,2026-04-03T19:38:10Z,:octocat: Dark GitHub style
34,CSS,jupyter-themes,9822,1033,CSS,https://github.com/dunovank/jupyter-themes,dunovank,196,2025-06-22T15:37:46Z,Custom Jupyter Notebook Themes
35,CSS,colors,9377,512,CSS,https://github.com/mrmrs/colors,mrmrs,4,2023-07-20T09:56:41Z,Smarter defaults for colors on the web.
36,CSS,spin.js,9282,1010,CSS,https://github.com/fgnass/spin.js,fgnass,11,2024-07-19T20:53:58Z,A spinning activity indicator
37,CSS,awesome-css-frameworks,9281,494,CSS,https://github.com/troxler/awesome-css-frameworks,troxler,0,2026-02-13T14:16:43Z,List of awesome CSS frameworks in 2026
38,CSS,php-the-right-way,9261,3217,CSS,https://github.com/codeguy/php-the-right-way,codeguy,28,2026-01-22T14:26:20Z,"An easy-to-read, quick reference for PHP best practices, accepted coding standards, and links to authoritative tutorials around the Web"
39,CSS,seeker,9210,2143,CSS,https://github.com/thewhiteh4t/seeker,thewhiteh4t,9,2025-05-07T18:37:15Z,Accurately Locate Smartphones using Social Engineering 
40,CSS,spring-petclinic,9094,28878,CSS,https://github.com/spring-projects/spring-petclinic,spring-projects,1,2026-03-11T07:09:31Z,A sample Spring-based application
41,CSS,scaffold-eth,9092,3420,CSS,https://github.com/scaffold-eth/scaffold-eth,scaffold-eth,0,2024-06-04T15:20:23Z,🏗 forkable Ethereum dev stack focused on fast product iterations 
42,CSS,github-markdown-css,8817,2106,CSS,https://github.com/sindresorhus/github-markdown-css,sindresorhus,0,2026-02-16T07:28:31Z,The minimal amount of CSS to replicate the GitHub Markdown style
43,CSS,WhiteSur-gtk-theme,8741,719,CSS,https://github.com/vinceliuice/WhiteSur-gtk-theme,vinceliuice,526,2026-01-05T05:56:01Z,MacOS like theme for all gtk based desktops
44,CSS,water.css,8607,502,CSS,https://github.com/kognise/water.css,kognise,46,2024-02-11T14:50:20Z,A drop-in collection of CSS styles to make simple websites just a little nicer
45,CSS,offline,8596,831,CSS,https://github.com/HubSpot/offline,HubSpot,104,2023-02-26T00:19:50Z,Automatically display online/offline indication to your users
46,CSS,awesome-obsidian,8587,337,CSS,https://github.com/kmaasrud/awesome-obsidian,kmaasrud,9,2024-04-06T05:47:06Z,🕶️ Awesome stuff for Obsidian
47,CSS,easings.net,8575,702,CSS,https://github.com/ai/easings.net,ai,23,2026-01-12T00:11:51Z,Easing Functions Cheat Sheet
48,CSS,hint.css,8452,687,CSS,https://github.com/chinchang/hint.css,chinchang,43,2024-10-17T14:08:37Z,A CSS only tooltip library for your lovely websites.
49,CSS,jekyll-now,8402,35121,CSS,https://github.com/barryclark/jekyll-now,barryclark,155,2024-08-19T16:05:35Z,"Build a Jekyll blog in minutes, without touching the command line."
50,CSS,primereact,8284,1200,CSS,https://github.com/primefaces/primereact,primefaces,320,2026-04-01T12:59:04Z,The Most Complete React UI Component Library
51,CSS,arc-theme,8261,605,CSS,https://github.com/horst3180/arc-theme,horst3180,173,2021-02-22T01:52:31Z,A flat theme with transparent elements
52,CSS,PhotoGIMP,8076,241,CSS,https://github.com/Diolinux/PhotoGIMP,Diolinux,21,2026-04-04T15:28:07Z,A Patch for GIMP 3+ for Photoshop Users
53,CSS,thejsway,7890,796,CSS,https://github.com/thejsway/thejsway,thejsway,2,2025-01-30T10:47:23Z,The JavaScript Way book
54,CSS,machine-learning-yearning-cn,7848,1513,CSS,https://github.com/deeplearning-ai/machine-learning-yearning-cn,deeplearning-ai,2,2022-10-06T01:16:28Z,Machine Learning Yearning 中文版 - 《机器学习训练秘籍》 - Andrew Ng 著
55,CSS,awesome-prometheus-alerts,7825,1143,CSS,https://github.com/samber/awesome-prometheus-alerts,samber,34,2026-03-31T14:41:19Z,🚨 Collection of Prometheus alerting rules
56,CSS,purecss-francine,7768,501,CSS,https://github.com/cyanharlow/purecss-francine,cyanharlow,45,2023-11-06T06:50:37Z,HTML/CSS drawing in the style of an 18th-century oil painting. Hand-coded entirely in HTML & CSS.
57,CSS,TypeWords,7748,925,CSS,https://github.com/zyronon/TypeWords,zyronon,47,2026-04-05T14:44:34Z,"Practice English, one strike, one step forward; 练习英语，一次敲击，一点进步；"
58,CSS,json-api,7695,924,CSS,https://github.com/json-api/json-api,json-api,118,2025-03-13T15:09:19Z,A specification for building JSON APIs
59,CSS,pokemon-cards-css,7458,729,CSS,https://github.com/simeydotme/pokemon-cards-css,simeydotme,3,2025-12-15T06:30:06Z,A collection of advanced CSS styles to create realistic-looking effects for the faces of Pokemon cards.
60,CSS,DataTables,7409,2127,CSS,https://github.com/DataTables/DataTables,DataTables,0,2026-01-30T17:51:17Z,Tables plug-in for jQuery
61,CSS,tabula,7377,685,CSS,https://github.com/tabulapdf/tabula,tabulapdf,0,2025-03-14T14:04:33Z,Tabula is a tool for liberating data tables trapped inside PDF files
62,CSS,beautiful-web-type,7335,275,CSS,https://github.com/ubuwaits/beautiful-web-type,ubuwaits,0,2026-04-04T09:20:11Z,In-depth guide to the best open-source typefaces: https://beautifulwebtype.com
63,CSS,icheck,7318,1598,CSS,https://github.com/drgullin/icheck,drgullin,166,2020-12-19T03:59:54Z,Highly customizable checkboxes and radio buttons (jQuery & Zepto)
64,CSS,odometer,7305,699,CSS,https://github.com/HubSpot/odometer,HubSpot,78,2018-06-30T03:01:51Z,Smoothly transitions numbers with ease. #hubspot-open-source
65,CSS,WebStackPage.github.io,7250,2092,CSS,https://github.com/WebStackPage/WebStackPage.github.io,WebStackPage,78,2024-05-04T07:39:42Z,❤️静态响应式网址导航网站 - webstack.cc
66,CSS,weather-icons,7116,847,CSS,https://github.com/erikflowers/weather-icons,erikflowers,89,2023-03-19T16:35:03Z,215 Weather Themed Icons and CSS
67,CSS,css-loaders,7066,1015,CSS,https://github.com/lukehaas/css-loaders,lukehaas,12,2025-02-21T15:13:22Z,A collection of loading spinners animated with CSS
68,CSS,vex,6900,484,CSS,https://github.com/HubSpot/vex,HubSpot,50,2023-02-26T00:28:34Z,A modern dialog library which is highly configurable and easy to style. #hubspot-open-source
69,CSS,magic-of-css,6693,407,CSS,https://github.com/adamschwartz/magic-of-css,adamschwartz,8,2025-05-28T20:38:33Z,A CSS course to turn you into a magician.
70,CSS,compass,6672,1169,CSS,https://github.com/Compass/compass,Compass,411,2023-04-24T17:45:42Z,Compass is no longer actively maintained. Compass is a Stylesheet Authoring Environment that makes your website design simpler to implement and easier to maintain.
71,CSS,interpy-zh,6478,1319,CSS,https://github.com/eastlakeside/interpy-zh,eastlakeside,8,2022-07-11T07:57:49Z,📘《Python进阶》（Intermediate Python - Chinese Version）
72,CSS,progit2,6450,2094,CSS,https://github.com/progit/progit2,progit,166,2025-12-12T20:20:32Z,Pro Git 2nd Edition
73,CSS,sorry,6447,777,CSS,https://github.com/xtyxtyx/sorry,xtyxtyx,19,2023-04-11T12:44:58Z,在线制作`sorry 为所欲为`的gif
74,CSS,wave,6447,907,CSS,https://github.com/thedevdojo/wave,thedevdojo,0,2026-03-25T22:14:45Z,"Wave - The Software as a Service Starter Kit, designed to help you build the SAAS of your dreams 🚀 💰 "
75,CSS,micro-app,6213,634,CSS,https://github.com/jd-opensource/micro-app,jd-opensource,319,2026-01-30T06:43:20Z,"A simple, efficient and powerful micro front-end framework. 一款简约、高效、功能强大的微前端框架"
76,CSS,bounce.js,6182,410,CSS,https://github.com/tictail/bounce.js,tictail,10,2020-09-03T08:17:21Z,Create beautiful CSS3 powered animations in no time.
77,CSS,ProgrammingVTuberLogos,6164,301,CSS,https://github.com/Aikoyori/ProgrammingVTuberLogos,Aikoyori,146,2024-06-03T14:28:49Z,High-quality PNGs for logos I made for fun 
78,CSS,most-frequent-technology-english-words,6072,434,CSS,https://github.com/Wei-Xia/most-frequent-technology-english-words,Wei-Xia,3,2026-03-29T14:30:05Z,程序员工作中常见的英语词汇
79,CSS,LearnOpenGL-CN,6062,1141,CSS,https://github.com/LearnOpenGL-CN/LearnOpenGL-CN,LearnOpenGL-CN,64,2026-03-20T02:14:39Z,http://learnopengl.com 系列教程的简体中文翻译
80,CSS,spicetify-themes,5928,1340,CSS,https://github.com/spicetify/spicetify-themes,spicetify,20,2026-01-18T07:54:37Z,A community-driven collection of themes for customizing Spotify through Spicetify - https://github.com/spicetify/cli
81,CSS,Infosec_Reference,5924,1221,CSS,https://github.com/rmusser01/Infosec_Reference,rmusser01,0,2025-10-20T02:12:59Z,An Information Security Reference That Doesn't Suck; https://rmusser.net/git/admin-2/Infosec_Reference for non-MS Git hosted version.
82,CSS,basscss,5894,295,CSS,https://github.com/basscss/basscss,basscss,17,2022-12-30T17:37:47Z,Low-level CSS Toolkit – the original Functional/Utility/Atomic CSS library
83,CSS,handcalcs,5805,446,CSS,https://github.com/connorferster/handcalcs,connorferster,100,2026-01-30T07:26:00Z,Python library for converting Python calculations into rendered latex.
84,CSS,learn-to-cloud,5751,912,CSS,https://github.com/learntocloud/learn-to-cloud,learntocloud,0,2026-02-14T03:23:22Z,A courseware built on the belief that anyone can learn foundational cloud engineering skills with the right guide and discipline
85,CSS,missing-semester,5646,1343,CSS,https://github.com/missing-semester/missing-semester,missing-semester,2,2026-03-28T20:39:40Z,The Missing Semester of Your CS Education 📚
86,CSS,You-need-to-know-css,5455,622,CSS,https://github.com/l-hammer/You-need-to-know-css,l-hammer,53,2024-07-28T04:37:15Z,💄CSS tricks for web developers~
87,CSS,wysiwyg-editor,5416,679,CSS,https://github.com/froala/wysiwyg-editor,froala,378,2026-04-01T07:50:06Z,The next generation Javascript WYSIWYG HTML Editor.
88,CSS,jstutorial,5395,1284,CSS,https://github.com/ruanyf/jstutorial,ruanyf,1,2023-04-01T08:50:14Z,Javascript tutorial book
89,CSS,plt,5334,344,CSS,https://github.com/steshaw/plt,steshaw,0,2024-12-02T01:47:27Z,Programming Language Theory λΠ
90,CSS,expressjs.com,5332,2081,CSS,https://github.com/expressjs/expressjs.com,expressjs,20,2026-04-05T04:19:39Z,The Express.js Website
91,CSS,Learning-Prompt,5318,404,CSS,https://github.com/thinkingjimmy/Learning-Prompt,thinkingjimmy,15,2023-09-17T02:06:16Z,Free prompt engineering online course. ChatGPT and Midjourney tutorials are now included!
92,CSS,blueprint-css,5298,586,CSS,https://github.com/joshuaclayton/blueprint-css,joshuaclayton,0,2016-06-27T05:08:49Z,A CSS framework that aims to cut down on your CSS development time
93,CSS,synthwave-vscode,5292,1186,CSS,https://github.com/robb0wen/synthwave-vscode,robb0wen,130,2025-07-17T14:44:13Z,Synthwave inspired colour theme for VS Code 🌅🕶 
94,CSS,sanitize.css,5291,307,CSS,https://github.com/csstools/sanitize.css,csstools,18,2026-03-26T11:31:36Z,A best-practices CSS foundation
95,CSS,sklearn-doc-zh,5236,1468,CSS,https://github.com/apachecn/sklearn-doc-zh,apachecn,10,2023-07-21T08:48:33Z,:book: [译] scikit-learn（sklearn） 中文文档
96,CSS,youtube,5194,5500,CSS,https://github.com/safak/youtube,safak,91,2024-05-30T23:04:41Z,
97,CSS,mvvm,5188,1237,CSS,https://github.com/DMQ/mvvm,DMQ,11,2023-03-08T02:36:19Z,剖析vue实现原理，自己动手实现mvvm
98,CSS,popcorn-app,5165,1642,CSS,https://github.com/popcorn-time/popcorn-app,popcorn-time,0,2020-10-01T13:17:09Z,An experiment using the peerflix module of nodejs and connecting a bunch of APIs.
99,CSS,hass-config,5158,675,CSS,https://github.com/matt8707/hass-config,matt8707,4,2024-08-13T14:01:16Z,✨ A different take on designing a Lovelace UI (Dashboard)
100,CSS,react-projects,5157,3974,CSS,https://github.com/john-smilga/react-projects,john-smilga,9,2024-07-24T11:54:29Z,
1,Dart,flutter,175843,30218,Dart,https://github.com/flutter/flutter,flutter,12208,2026-04-05T17:25:52Z,Flutter makes it easy and fast to build beautiful apps for mobile and beyond
2,Dart,localsend,77728,4139,Dart,https://github.com/localsend/localsend,localsend,875,2026-04-01T19:09:56Z,An open-source cross-platform alternative to AirDrop
3,Dart,AppFlowy,69226,5047,Dart,https://github.com/AppFlowy-IO/AppFlowy,AppFlowy-IO,908,2026-04-01T08:44:34Z,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative."
4,Dart,awesome-flutter,59536,6865,Dart,https://github.com/Solido/awesome-flutter,Solido,0,2026-02-11T17:28:05Z,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more."
5,Dart,spotube,45405,2030,Dart,https://github.com/KRTirtho/spotube,KRTirtho,739,2026-03-15T02:52:43Z,🎧 Open source music streaming app! Available for both desktop & mobile!
6,Dart,FlClash,35203,2151,Dart,https://github.com/chen08209/FlClash,chen08209,656,2026-04-05T19:58:41Z,"A multi-platform proxy client based on ClashMeta,simple and easy to use, open-source and ad-free."
7,Dart,hiddify-app,28266,2499,Dart,https://github.com/hiddify/hiddify-app,hiddify,112,2026-04-01T20:57:52Z,"Multi-platform auto-proxy client, supporting Sing-box, X-ray, TUIC, Hysteria, Reality, Trojan, SSH etc. It’s an open-source, secure and ad-free."
8,Dart,ente,25762,1519,Dart,https://github.com/ente-io/ente,ente-io,514,2026-04-06T02:19:52Z,💚 End-to-end encrypted cloud for everything.
9,Dart,flutter-go,23710,3778,Dart,https://github.com/alibaba/flutter-go,alibaba,0,2023-12-11T20:49:42Z,flutter 开发者帮助 APP，包含 flutter 常用 140+ 组件的demo 演示与中文文档
10,Dart,Kazumi,23171,663,Dart,https://github.com/Predidit/Kazumi,Predidit,377,2026-04-02T05:04:11Z,基于自定义规则的番剧采集APP，支持流媒体在线观看，支持弹幕，支持实时超分辨率。
11,Dart,Best-Flutter-UI-Templates,22588,4839,Dart,https://github.com/mitesh77/Best-Flutter-UI-Templates,mitesh77,9,2025-12-16T10:59:44Z,completely free for everyone. Its build-in Flutter Dart.
12,Dart,FlutterExampleApps,21480,3805,Dart,https://github.com/iampawan/FlutterExampleApps,iampawan,20,2024-08-09T20:51:30Z,"[Example APPS] Basic Flutter apps, for flutter devs."
13,Dart,samples,19069,7872,Dart,https://github.com/flutter/samples,flutter,55,2026-03-30T06:37:41Z,A collection of Flutter examples and demos
14,Dart,plugins,17719,9681,Dart,https://github.com/flutter/plugins,flutter,0,2023-02-22T19:12:53Z,Plugins for Flutter maintained by the Flutter team
15,Dart,Obtainium,16283,445,Dart,https://github.com/ImranR98/Obtainium,ImranR98,360,2026-03-20T19:07:43Z,Get Android app updates straight from the source.
16,Dart,gsy_github_app_flutter,15430,2622,Dart,https://github.com/CarGuo/gsy_github_app_flutter,CarGuo,4,2026-03-10T09:22:44Z,Flutter 超完整的开源项目，功能丰富，适合学习和日常使用。GSYGithubApp 系列的优势：我们目前已经拥有 Flutter、Weex、ReactNative、Kotlin View、Kotlin Jetpack Compose 五个版本，功能齐全，项目框架内技术涉及面广，完成度高，持续维护，配套文章，适合全面学习，对比参考。
17,Dart,dart_simple_live,15378,2576,Dart,https://github.com/xiaoyaocz/dart_simple_live,xiaoyaocz,0,2026-01-23T07:12:47Z,简简单单的看直播
18,Dart,lantern,15350,11111,Dart,https://github.com/getlantern/lantern,getlantern,12,2026-04-04T04:06:27Z,"Open-source VPN for speed, privacy, and censorship circumvention. Free to download on Android, iOS, Windows, macOS, and Linux."
19,Dart,opensource-ecommerce-mobile-app,14664,272,Dart,https://github.com/bagisto/opensource-ecommerce-mobile-app,bagisto,3,2026-03-27T16:31:30Z,"This open-source mobile ecommerce app seamlessly transforms your Bagisto store into a powerful mobile platform, providing real-time synchronization of products and categories. "
20,Dart,pilipala,13643,1038,Dart,https://github.com/guozhigq/pilipala,guozhigq,773,2025-05-14T15:37:04Z,PiliPala 是使用Flutter开发的BiliBili第三方客户端，感谢使用。
21,Dart,proxypin,12859,1091,Dart,https://github.com/wanghongenpin/proxypin,wanghongenpin,93,2026-04-03T16:59:49Z,"Open source free capture HTTP(S) traffic  software ProxyPin, supporting full platform systems"
22,Dart,dio,12808,1557,Dart,https://github.com/cfug/dio,cfug,27,2026-03-30T16:22:19Z,"A powerful HTTP client for Dart and Flutter, which supports global settings, Interceptors, FormData, aborting and canceling a request, files uploading and downloading, requests timeout, custom adapters, etc."
23,Dart,bloc,12425,3423,Dart,https://github.com/felangel/bloc,felangel,64,2026-04-04T06:19:44Z,A predictable state management library that helps implement the BLoC design pattern
24,Dart,PiliPlus,12224,747,Dart,https://github.com/bggRGjQaUbCoE/PiliPlus,bggRGjQaUbCoE,0,2026-04-05T12:11:18Z,PiliPlus
25,Dart,pixez-flutter,11290,410,Dart,https://github.com/Notsfsssf/pixez-flutter,Notsfsssf,451,2026-04-05T15:50:00Z,一个支持免代理直连及查看动图的第三方Pixiv flutter客户端
26,Dart,getx,11105,1725,Dart,https://github.com/jonataslaw/getx,jonataslaw,1063,2026-02-17T13:01:37Z,"Open screens/snackbars/dialogs/bottomSheets without context, manage states and inject dependencies easily with Get."
27,Dart,sdk,11103,1793,Dart,https://github.com/dart-lang/sdk,dart-lang,8436,2026-04-04T04:52:17Z,"The Dart SDK, including the VM, JS and Wasm compilers, analysis, core libraries, and more."
28,Dart,karing,10653,920,Dart,https://github.com/KaringX/karing,KaringX,34,2026-04-02T09:51:22Z,"Simple & Powerful proxy utility, Support routing rules for clash/sing-box"
29,Dart,flame,10518,1016,Dart,https://github.com/flame-engine/flame,flame-engine,81,2026-04-01T11:12:35Z,A Flutter based game engine.
30,Dart,flutterfire,9170,4091,Dart,https://github.com/firebase/flutterfire,firebase,135,2026-04-06T03:03:31Z,🔥 A collection of Firebase plugins for Flutter apps.
31,Dart,venera,9119,287,Dart,https://github.com/venera-app/venera,venera-app,142,2026-04-05T04:33:33Z,A comic app
32,Dart,FlutterDouBan,9105,1878,Dart,https://github.com/kaina404/FlutterDouBan,kaina404,45,2024-03-20T07:33:11Z,"🔥🔥🔥Flutter豆瓣客户端,Awesome Flutter Project,全网最100%还原豆瓣客户端。首页、书影音、小组、市集及个人中心，一个不拉。（ https://img.xuvip.top/douyademo.mp4）"
33,Dart,flutter_architecture_samples,8913,1718,Dart,https://github.com/brianegan/flutter_architecture_samples,brianegan,38,2025-11-06T22:37:20Z,TodoMVC for Flutter
34,Dart,FlutterUnit,8829,1399,Dart,https://github.com/toly1994328/FlutterUnit,toly1994328,71,2026-02-08T15:34:34Z,All Platform Flutter Experience App 
35,Dart,PicaComic,8595,1058,Dart,https://github.com/wgh136/PicaComic,wgh136,56,2024-12-21T09:48:05Z,"A comic app built with Flutter, supporting multiple comic sources."
36,Dart,flutter_deer,8553,1752,Dart,https://github.com/simplezhli/flutter_deer,simplezhli,1,2026-02-12T15:12:39Z,🦌 Flutter 练习项目(包括集成测试、可访问性测试)。内含完整UI设计图，更贴近真实项目的练习。Flutter practice project (including integration testing and accessibility testing). Contains complete UI design drawings for a more realistic practice project.
37,Dart,pikapika,8050,484,Dart,https://github.com/ComicSparks/pikapika,ComicSparks,4,2026-03-04T01:54:51Z,A comic browser，support Android / iOS / MacOS / Windows / Linux.
38,Dart,anx-reader,8037,526,Dart,https://github.com/Anxcye/anx-reader,Anxcye,113,2026-03-21T05:29:55Z,"Featuring powerful AI capabilities and supporting various e-book formats, it makes reading smarter and more focused. "
39,Dart,omi,7906,1454,Dart,https://github.com/BasedHardware/omi,BasedHardware,432,2026-04-06T03:40:53Z,"AI wearables. Put it on, speak, transcribe, automatically"
40,Dart,flutter_server_box,7737,483,Dart,https://github.com/lollipopkit/flutter_server_box,lollipopkit,27,2026-04-05T05:34:34Z,ServerBox - server status & toolbox
41,Dart,fl_chart,7494,1958,Dart,https://github.com/imaNNeo/fl_chart,imaNNeo,373,2026-03-13T20:50:14Z,"FL Chart is a highly customizable Flutter chart library that supports Line Chart, Bar Chart, Pie Chart, Scatter Chart, Radar Chart and Candlestick Chart."
42,Dart,fish-redux,7295,836,Dart,https://github.com/alibaba/fish-redux,alibaba,160,2022-02-17T16:21:20Z,An assembled flutter application framework.
43,Dart,Flutter-Notebook,7224,1188,Dart,https://github.com/OpenFlutter/Flutter-Notebook,OpenFlutter,0,2021-04-14T05:45:18Z,FlutterDemo合集，今天你fu了吗
44,Dart,flutter_boost,7187,1268,Dart,https://github.com/alibaba/flutter_boost,alibaba,406,2026-02-05T09:29:49Z,FlutterBoost is a Flutter plugin which enables hybrid integration of Flutter for your existing native apps with minimum efforts
45,Dart,riverpod,7183,1082,Dart,https://github.com/rrousselGit/riverpod,rrousselGit,145,2026-04-05T12:26:18Z,A reactive caching and data-binding framework.   Riverpod makes working with asynchronous code a breeze.
46,Dart,flutter-examples,7155,1655,Dart,https://github.com/nisrulz/flutter-examples,nisrulz,12,2024-05-27T14:27:56Z,"[Examples] Simple basic isolated apps, for budding flutter devs."
47,Dart,Flutter-Responsive-Admin-Panel-or-Dashboard,7092,2002,Dart,https://github.com/abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard,abuanwar072,18,2024-08-10T03:04:19Z,Responsive Admin Panel or Dashboard using Flutter
48,Dart,aidea,6941,1049,Dart,https://github.com/mylxsw/aidea,mylxsw,23,2026-03-04T15:28:00Z,"An APP that integrates mainstream large language models and image generation models, built with Flutter, with fully open-source code."
49,Dart,flutter-tips-and-tricks,6832,1106,Dart,https://github.com/vandadnp/flutter-tips-and-tricks,vandadnp,7,2023-09-10T16:58:52Z,A Collection of Flutter and Dart Tips and Tricks
50,Dart,HistoryOfEverything,6581,991,Dart,https://github.com/2d-inc/HistoryOfEverything,2d-inc,49,2021-09-22T19:36:20Z,Flutter Launch Timeline Demo
51,Dart,gallery,6568,1546,Dart,https://github.com/flutter/gallery,flutter,36,2024-06-13T14:53:56Z,Flutter Gallery was a resource to help developers evaluate and use Flutter
52,Dart,Flutter-UI-Kit,6302,1151,Dart,https://github.com/iampawan/Flutter-UI-Kit,iampawan,9,2022-06-13T15:18:00Z,Flutter app for collection of UI in a UIKit
53,Dart,FlutterScreens,6023,1369,Dart,https://github.com/samarthagarwal/FlutterScreens,samarthagarwal,7,2024-02-21T21:27:42Z,"A collection of Screens and attractive UIs built with Flutter ready to be used in your applications. No external libraries are used. Just download, add to your project and use."
